site_name,state,lat,lon,elevation_m,pct_of_median_longterm_swe,daily_swe_change_inches,HUC02,file_name,water_year,date,year,month,day
Short Creek,MT,44.98,-111.95,2133.6,85,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Shower Falls,MT,45.4,-110.96,2468.9,100,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Skalkaho Summit,MT,46.24,-113.77,2209.8,92,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Sleeping Woman,MT,47.18,-114.33,1874.5,87,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Spur Park,MT,46.78,-110.62,2468.9,105,0.2,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Stahl Peak,MT,48.91,-114.86,1837.9,107,0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Stuart Mountain,MT,47,-113.93,2255.5,92,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Tepee Creek,MT,44.79,-111.71,2438.4,60,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Tizer Basin,MT,46.35,-111.85,2097,63,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Twelvemile Creek,MT,46.14,-114.45,1706.9,112,0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Twin Lakes,MT,46.14,-114.51,1950.7,88,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Waldron,MT,47.92,-112.79,1706.9,99,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Warm Springs,MT,46.27,-113.16,2377.4,108,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
West Yellowstone,MT,44.66,-111.09,2042.2,88,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Whiskey Creek,MT,44.61,-111.15,2072.6,78,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
White Mill,MT,45.05,-109.91,2651.8,133,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Wood Creek,MT,47.45,-112.81,1816.6,78,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bateman,NM,36.51,-106.32,2834.6,83,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Chamita,NM,36.96,-106.66,2560.3,75,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Gallegos Peak,NM,36.19,-105.56,2987,86,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hopewell,NM,36.72,-106.26,3048,92,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
North Costilla,NM,36.99,-105.26,3230.9,87,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Quemazon,NM,35.92,-106.39,2895.6,41,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Red River Pass #2,NM,36.7,-105.34,3002.3,73,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Senorita Divide #2,NM,36,-106.83,2621.3,65,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Silver Creek Divide,NM,33.37,-108.71,2743.2,44,0,HUC15,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Wesner Springs,NM,35.78,-105.54,3389.4,27,0,HUC13,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bear Creek,NV,41.83,-115.45,2450.6,65,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Berry Creek,NV,39.32,-114.62,2858.1,64,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Big Bend,NV,41.76,-115.69,2102.5,73,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Big Creek Sum,NV,39.29,-117.12,2647.2,81,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Big Meadow,NV,39.45,-119.94,2510,81,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Buckskin Lower,NV,41.75,-117.53,2112.3,148,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Corral Canyon,NV,40.28,-115.54,2574,86,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Diamond Peak,NV,39.56,-115.84,2443.6,103,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Dorsey Basin,NV,40.89,-115.21,2408.8,63,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Draw Creek,NV,41.66,-115.32,2234.8,78,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Fawn Creek,NV,41.82,-116.1,2143,60,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Granite Peak,NV,41.67,-117.57,2591.7,100,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Green Mountain,NV,40.38,-115.53,2494.8,75,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hole-in-Mountain,NV,40.94,-115.1,2488.1,32,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Jack Creek Upper,NV,41.55,-116.01,2248.5,47,-0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lamance Creek,NV,41.52,-117.63,1949.2,61,-0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lamoille #3,NV,40.64,-115.38,2453.9,70,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Laurel Draw,NV,41.78,-116.03,2036.7,76,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Marlette Lake,NV,39.16,-119.9,2403,90,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mt Rose Ski Area,NV,39.32,-119.89,2682.5,81,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Pole Creek R.S.,NV,41.87,-115.25,2548.1,55,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Seventysix Creek,NV,41.74,-115.47,2240.3,58,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Ward Mountain,NV,39.13,-114.96,2792.9,31,0,HUC15,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Arbuckle Mtn,OR,45.19,-119.25,1758.7,87,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Beaver Reservoir,OR,45.15,-118.22,1569.7,95,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Big Red Mountain,OR,42.05,-122.85,1844,77,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bourne,OR,44.83,-118.19,1783.1,78,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bowman Springs,OR,45.36,-118.47,1380.7,146,0.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Cascade Summit,OR,43.59,-122.06,1554.5,88,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Chemult Alternate,OR,43.23,-121.81,1478.3,97,0,HUC18,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Clear Lake,OR,45.19,-121.69,1161.3,65,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Cold Springs Camp,OR,42.53,-122.18,1810.5,82,0.2,HUC18,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
County Line,OR,45.19,-118.55,1472.2,82,0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Diamond Lake,OR,43.19,-122.14,1609.3,106,0.4,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Emigrant Springs,OR,45.56,-118.45,1158.2,38,1.1,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Fish Creek,OR,42.71,-118.63,2334.8,104,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Fourmile Lake,OR,42.44,-122.23,1819.7,85,0.3,HUC18,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Gold Center,OR,44.76,-118.31,1649,109,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Greenpoint,OR,45.62,-121.7,1008.9,77,-0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
High Ridge,OR,45.7,-118.11,1499.6,99,1.1,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hogg Pass,OR,44.42,-121.86,1460,75,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Holland Meadows,OR,43.67,-122.57,1502.7,56,0.4,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Irish Taylor,OR,43.8,-121.95,1688.6,101,0.4,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
King Mountain,OR,42.72,-123.2,1322.8,95,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lake Creek R.S.,OR,44.21,-118.64,1597.2,92,0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lucky Strike,OR,45.27,-118.85,1514.9,96,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mckenzie,OR,44.21,-121.87,1453.9,99,0.9,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Moss Springs,OR,45.27,-117.69,1755.6,82,0.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mt Hood Test Site,OR,45.32,-121.72,1636.8,99,1.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mt. Howard,OR,45.27,-117.17,2411,67,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mud Ridge,OR,45.25,-121.74,1240.5,126,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
New Crescent Lake,OR,43.51,-121.98,1496.6,97,-0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
North Fork,OR,45.55,-122,932.7,66,-0.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Ochoco Meadows,OR,44.43,-120.33,1655.1,114,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Peavine Ridge,OR,45.04,-121.93,1042.4,83,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Red Hill,OR,45.46,-121.7,1344.2,108,0.9,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Roaring River,OR,43.9,-122.03,1508.8,99,0.7,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Rock Springs,OR,44.01,-118.84,1612.4,100,0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Salt Creek Falls,OR,43.61,-122.12,1286.3,111,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Santiam Jct.,OR,44.44,-121.95,1140,109,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Sevenmile Marsh,OR,42.7,-122.14,1737.4,97,0.2,HUC18,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Silver Creek,OR,42.96,-121.18,1749.6,121,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Silvies,OR,42.75,-118.69,2130.6,107,-0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Snow Mountain,OR,43.95,-119.54,1898.9,146,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Summer Rim,OR,42.7,-120.8,2158,68,0.3,HUC18,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Taylor Butte,OR,42.69,-121.43,1533.1,61,0,HUC18,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Taylor Green,OR,45.08,-117.55,1749.6,99,0.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Tipton,OR,44.66,-118.43,1569.7,113,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Wolf Creek,OR,45.07,-118.15,1716,87,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Blind Park,SD,44.11,-103.98,2100.1,61,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
North Rapid Creek,SD,44.21,-103.79,1868.4,75,0,HUC10,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Beaver Dams,UT,39.14,-111.56,2435.4,79,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Beaver Divide,UT,40.61,-111.1,2523.7,57,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Ben Lomond Peak,UT,41.38,-111.94,2343.6,66,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Ben Lomond Trail,UT,41.38,-111.92,1820.3,63,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Big Flat,UT,38.3,-112.36,3154.4,43,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Black Flat-U.M. Ck,UT,38.68,-111.6,2869.4,95,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Brighton,UT,40.6,-111.58,2671.9,53,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Brown Duck,UT,40.58,-110.59,3223,68,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Buck Flat,UT,39.13,-111.44,2867.9,60,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bug Lake,UT,41.69,-111.42,2434.4,76,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Camp Jackson,UT,37.81,-109.49,2699.9,54,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Castle Valley,UT,37.66,-112.74,2928.2,34,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Chalk Creek #1,UT,40.85,-111.05,2795.3,60,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Chalk Creek #2,UT,40.89,-111.07,2501.8,73,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Chepeta,UT,40.77,-110.01,3200.1,73,-0.2,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Clear Creek #1,UT,39.87,-111.28,2735.6,57,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Clear Creek #2,UT,39.89,-111.25,2388.7,80,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Currant Creek,UT,40.36,-111.09,2412.5,68,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Daniels-Strawberry,UT,40.3,-111.26,2440.8,69,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Dills Camp,UT,39.05,-111.47,2812.7,77,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Donkey Reservoir,UT,38.21,-111.47,2986.7,70,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Dry Bread Pond,UT,41.41,-111.54,2530.4,64,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Dry Fork,UT,40.57,-112.17,2161.9,48,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
East Willow Creek,UT,39.31,-109.53,2530.4,48,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Farmington,UT,40.97,-111.81,2408.5,56,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Farnsworth Lake,UT,38.77,-111.68,2933.1,65,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Five Points Lake,UT,40.72,-110.47,3335.4,78,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Gooseberry RS,UT,38.8,-111.68,2421.3,50,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hardscrabble,UT,40.87,-111.72,2209.8,70,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hayden Fork,UT,40.8,-110.88,2782.8,73,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hewinta,UT,40.95,-110.48,2895.6,76,NA,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hickerson Park,UT,40.91,-109.96,2780.4,92,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Hole-in-Rock,UT,40.92,-110.19,2794.4,65,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Horse Ridge,UT,41.31,-111.45,2499.1,56,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Indian Canyon,UT,39.89,-110.75,2795.3,82,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Kimberly Mine,UT,38.48,-112.39,2774,75,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Kings Cabin,UT,40.72,-109.54,2660.3,48,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Kolob,UT,37.53,-113.05,2823.4,60,0,HUC15,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lakefork #1,UT,40.6,-110.43,3087,66,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lasal Mountain,UT,38.48,-109.27,2919.4,42,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lily Lake,UT,40.86,-110.8,2783.7,97,0.3,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Little Bear,UT,41.41,-111.83,1995.8,55,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lookout Peak,UT,40.84,-111.71,2487.5,71,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mammoth-Cottonwood,UT,39.68,-111.32,2654.5,60,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Merchant Valley,UT,38.3,-112.44,2653.3,49,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Midway Valley,UT,37.57,-112.84,2995.3,59,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mill-D North,UT,40.66,-111.64,2731.9,64,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mining Fork,UT,40.49,-112.61,2528.3,72,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Monte Cristo,UT,41.47,-111.5,2722.5,67,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Mosby Mtn.,UT,40.61,-109.89,2911.8,66,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Parleys Summit,UT,40.76,-111.63,2311.9,67,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Payson R.S.,UT,39.93,-111.63,2451.8,58,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Pickle Keg,UT,39.01,-111.58,2749.3,73,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Pine Creek,UT,38.88,-112.25,2662.1,50,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Red Pine Ridge,UT,39.45,-111.27,2739.5,60,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Rock Creek,UT,40.55,-110.69,2403.7,67,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Rocky Basin-Settleme,UT,40.44,-112.22,2653,50,0.2,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Seeley Creek,UT,39.31,-111.43,3018.7,66,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Smith Morehouse,UT,40.79,-111.09,2325.9,44,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Snowbird,UT,40.57,-111.66,2797.1,80,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Steel Creek Park,UT,40.91,-110.5,3096.2,88,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Strawberry Divide,UT,40.16,-111.21,2475.9,56,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Thaynes Canyon,UT,40.62,-111.53,2813.3,55,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Timpanogos Divide,UT,40.43,-111.62,2481.1,61,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Tony Grove Lake,UT,41.9,-111.63,2582.9,71,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Trial Lake,UT,40.68,-110.95,3045.6,68,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Trout Creek,UT,40.74,-109.67,2901.1,59,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Vernon Creek,UT,39.94,-112.41,2255.8,55,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Webster Flat,UT,37.58,-112.9,2805.1,49,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
White River #1,UT,39.96,-110.99,2633.8,64,0,HUC14,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Widtsoe #3,UT,37.84,-111.88,2938.3,69,0,HUC16,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Alpine Meadows,WA,47.78,-121.7,1066.8,121,0.9,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Blewett Pass,WA,47.35,-120.68,1292.4,99,0.6,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bumping Ridge,WA,46.81,-121.33,1405.1,119,0.5,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Bunchgrass Mdw,WA,48.69,-117.18,1524,87,0.6,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Green Lake,WA,46.55,-121.17,1804.4,105,0.2,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Grouse Camp,WA,47.28,-120.49,1642.9,95,0.4,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Harts Pass,WA,48.72,-120.66,1978.2,118,0.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lost Horse,WA,46.36,-121.08,1560.6,104,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Lyman Lake,WA,48.2,-120.92,1822.7,86,0.6,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Moses Mtn,WA,48.36,-119.08,1527,105,0,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
Olallie Meadows,WA,47.37,-121.44,1228.3,120,1.3,HUC17,SnowToday_USwest_20210101_SWEsummary.txt,wy2021,2021-01-01,2021,1,1
